id,sentence,sense_keys,glosses,target
d001.s006.t004,`` Only a decade ago cancer was a black box about which we [TGT] knew [TGT] nothing at the molecular level .,"['know%2:31:04::', 'know%2:31:00::', 'know%2:31:14::', 'know%2:31:12::', 'know%2:31:15::', 'know%2:31:02::', 'know%2:31:03::', 'know%2:31:01::', 'know%2:35:00::', 'know%2:31:06::', 'know%2:31:11::']","['have firsthand knowledge of states, situations, emotions, or sensations', 'be familiar or acquainted with a person or an object', 'perceive as familiar', 'be able to distinguish, recognize as being different', 'have fixed in the mind', 'be aware of the truth of something; have a belief or faith in something; regard as true beyond any doubt', 'know how to do or perform something', 'be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about', 'have sexual intercourse with', 'accept (someone) to be what is claimed or accept his power and authority', 'know the nature or character of']",[7]
d001.s006.t005,`` Only a decade ago cancer was a black box about which we knew [TGT] nothing [TGT] at the molecular level .,['nothing%1:23:00::'],['a quantity of no importance'],[0]
d001.s006.t006,`` Only a decade ago cancer was a black box about which we knew nothing at the [TGT] molecular [TGT] level .,"['molecular%3:00:00::', 'molecular%3:01:00::']","['relating to simple or elementary organization; --G.A. Miller', 'relating to or produced by or consisting of molecules']",[1]
d001.s006.t007,`` Only a decade ago cancer was a black box about which we knew nothing at the molecular [TGT] level [TGT] .,"['level%1:26:00::', 'level%1:06:01::', 'level%1:09:00::', 'level%1:06:00::', 'level%1:07:01::', 'level%1:26:01::', 'level%1:06:03::', 'level%1:07:00::']","['a specific identifiable position in a continuum or series or especially in a process', 'a structure consisting of a room or set of rooms at a single position along a vertical scale', 'an abstract place usually conceived as having depth', 'indicator that establishes the horizontal when a bubble is centered in a tube of liquid', 'height above ground', 'a relative position or degree of value in a graded group', 'a flat surface at right angles to a plumb line', 'a position on a scale of intensity or amount or quality']",[0]
d001.s007.t000,"[TGT] Today [TGT] , we know that the accumulation of several of these altered genes can initiate a cancer and , then , propel it into a deadly state . ``","['today%1:28:00::', 'today%1:28:01::']","['the present time or age', 'the day that includes the present moment (as opposed to yesterday or tomorrow)']",[0]
d001.s007.t001,"Today , we [TGT] know [TGT] that the accumulation of several of these altered genes can initiate a cancer and , then , propel it into a deadly state . ``","['know%2:31:04::', 'know%2:31:00::', 'know%2:31:14::', 'know%2:31:12::', 'know%2:31:15::', 'know%2:31:02::', 'know%2:31:03::', 'know%2:31:01::', 'know%2:35:00::', 'know%2:31:06::', 'know%2:31:11::']","['have firsthand knowledge of states, situations, emotions, or sensations', 'be familiar or acquainted with a person or an object', 'perceive as familiar', 'be able to distinguish, recognize as being different', 'have fixed in the mind', 'be aware of the truth of something; have a belief or faith in something; regard as true beyond any doubt', 'know how to do or perform something', 'be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about', 'have sexual intercourse with', 'accept (someone) to be what is claimed or accept his power and authority', 'know the nature or character of']",[7]
d001.s007.t002,"Today , we know that the [TGT] accumulation [TGT] of several of these altered genes can initiate a cancer and , then , propel it into a deadly state . ``","['accumulation%1:14:00::', 'accumulation%1:04:00::', 'accumulation%1:22:00::', 'accumulation%1:21:00::']","['several things grouped together or considered as a whole', 'the act of accumulating', 'an increase by natural growth or addition', '(finance) profits that are not paid out as dividends but are added to the capital base of the corporation']","[2, 1]"
d001.s007.t003,"Today , we know that the accumulation of several of these [TGT] altered [TGT] genes can initiate a cancer and , then , propel it into a deadly state . ``","['alter%2:30:01::', 'alter%2:30:04::', 'alter%2:36:00::', 'alter%2:29:00::', 'alter%2:30:00::']","['cause to change; make different; cause a transformation', 'insert words into texts, often falsifying it thereby', 'make an alteration to', 'remove the ovaries of', ""become different in some particular way, without permanently losing one's or its former characteristics or essence""]",[0]
d001.s007.t004,"Today , we know that the accumulation of several of these altered [TGT] genes [TGT] can initiate a cancer and , then , propel it into a deadly state . ``",['gene%1:08:00::'],['(genetics) a segment of DNA that is involved in producing a polypeptide chain; it can include regions preceding and following the coding DNA as well as introns between the exons; it is considered a unit of heredity'],[0]
d001.s007.t005,"Today , we know that the accumulation of several of these altered genes can [TGT] initiate [TGT] a cancer and , then , propel it into a deadly state . ``","['initiate%2:30:00::', 'initiate%2:41:01::', 'initiate%2:36:00::', 'initiate%2:32:00::', 'initiate%2:36:01::']","['set in motion, start an event or prepare the way for', 'accept people into an exclusive society or group, usually with some rite', 'take the lead or initiative in; participate in the development of', 'bring up a topic for discussion', 'bring into being']",[4]
d001.s007.t006,"Today , we know that the accumulation of several of these altered genes can initiate a [TGT] cancer [TGT] and , then , propel it into a deadly state . ``","['cancer%1:17:00::', 'cancer%1:26:00::', 'cancer%1:18:00::', 'cancer%1:15:00::', 'cancer%1:05:00::']","['a small zodiacal constellation in the northern hemisphere; between Leo and Gemini', 'any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream', '(astrology) a person who is born while the sun is in Cancer', 'the fourth sign of the zodiac; the sun is in this sign from about June 21 to July 22', 'type genus of the family Cancridae']",[1]
d001.s007.t007,"Today , we know that the accumulation of several of these altered genes can initiate a cancer and , [TGT] then [TGT] , propel it into a deadly state . ``","['then%4:02:01::', 'then%4:02:00::', 'then%4:02:02::']","['at that time', 'subsequently or soon afterward (often used as sentence connectors)', 'in that case or as a consequence']",[1]
d001.s007.t008,"Today , we know that the accumulation of several of these altered genes can initiate a cancer and , then , [TGT] propel [TGT] it into a deadly state . ``","['propel%2:36:00::', 'propel%2:35:00::']","['give an incentive for action', 'cause to move forward with force']",[1]
d001.s007.t009,"Today , we know that the accumulation of several of these altered genes can initiate a cancer and , then , propel it into a [TGT] deadly [TGT] state . ``","['deadly%5:00:00:virulent:00', 'deadly%5:00:02:fatal:00', 'deadly%5:00:01:fatal:00', 'deadly%5:00:00:unpardonable:00', 'deadly%5:00:00:noxious:00', 'deadly%5:00:00:toxic:00']","['(of a disease) having a rapid course and violent effect', 'of an instrument of certain death', 'causing or capable of causing death', 'involving loss of divine grace or spiritual death', 'exceedingly harmful', 'extremely poisonous or injurious; producing venom']","[0, 2]"
d001.s007.t010,"Today , we know that the accumulation of several of these altered genes can initiate a cancer and , then , propel it into a deadly [TGT] state [TGT] . ``","['state%1:14:01::', 'state%1:03:00::', 'state%1:26:01::', 'state%1:15:00::', 'state%1:14:02::', 'state%1:26:02::', 'state%1:15:01::', 'state%1:14:00::']","['the group of people comprising the government of a sovereign state', 'the way something is with respect to its main attributes', 'a state of depression or agitation', 'the territory occupied by a nation', 'the federal department in the United States that sets and maintains foreign policies', '(chemistry) the three traditional states of matter are solids (fixed shape and volume) and liquids (fixed volume and shaped by the container) and gases (filling the container)', 'the territory occupied by one of the constituent administrative districts of a nation', 'a politically organized body of people under a single government']",[1]
d001.s008.t000,"[TGT] Scientists [TGT] call the new class of genes tumor-suppressors , or simply anti-cancer genes .",['scientist%1:18:00::'],['a person with advanced knowledge of one or more sciences'],[0]
d001.s008.t001,"Scientists [TGT] call [TGT] the new class of genes tumor-suppressors , or simply anti-cancer genes .","['call%2:32:10::', 'call%2:32:01::', 'call%2:40:09::', 'call%2:32:03::', 'call%2:32:08::', 'call%2:32:07::', 'call%2:32:06::', 'call%2:38:00::', 'call%2:32:00::', 'call%2:32:13::', 'call%2:41:12::', 'call%2:42:09::', 'call%2:32:14::', 'call%2:41:04::', 'call%2:32:02::', 'call%2:32:15::', 'call%2:31:05::', 'call%2:41:00::', 'call%2:29:05::', 'call%2:41:14::', 'call%2:32:09::', 'call%2:32:05::', 'call%2:40:05::', 'call%2:32:11::', 'call%2:32:12::', 'call%2:31:13::', 'call%2:31:00::', 'call%2:32:04::']","['make a prediction about; tell in advance', 'get or try to get into communication (with someone) by telephone', 'demand payment of (a loan)', 'utter a characteristic note or cry', 'declare in the capacity of an umpire or referee', 'challenge (somebody) to make good on a statement; charge with or censure for an offense', 'indicate a decision in regard to', 'give the calls (to the dancers) for a square dance', 'ascribe a quality to or give a name of a common noun that reflects a quality', 'read aloud to check for omissions or absentees', 'make a stop in a harbour', 'stop or postpone because of adverse conditions, such as bad weather', 'order, summon, or request for a specific duty or activity, work, role', 'call a meeting; invite or command to meet', 'assign a specified (usually proper) proper name to', 'order or request or give a command for', 'consider or regard as being', 'pay a brief visit', 'rouse somebody from sleep with a call', 'greet, as with a prescribed form, title, or name', 'utter a sudden loud cry', 'order, request, or command to come', 'make a demand, as for a card or a suit or a show of hands', 'lure by imitating the characteristic call of an animal', 'require the presentation of for redemption before maturation', 'utter in a loud voice or announce', 'challenge the sincerity or truthfulness of', 'send a message or attempt to reach someone by radio, phone, etc.; make a signal to in order to transmit a message']","[14, 8]"
